scientific name,English name,number of people seeing species
Numenius tahitiensis,Bristle-thighed Curlew,8
Numenius phaeopus,Whimbrel,56
Numenius minutus,Little Curlew,3
Numenius borealis,Eskimo Curlew,0
Numenius americanus,Long-billed Curlew,44
Numenius madagascariensis,Far Eastern Curlew,13
Numenius tenuirostris,Slender-billed Curlew,0
Numenius arquata,Eurasian Curlew,26
Limosa lapponica,Bar-tailed Godwit,32
Limosa limosa,Black-tailed Godwit,28
Limosa haemastica,Hudsonian Godwit,39
Limosa fedoa,Marbled Godwit,52
Arenaria interpres,Ruddy Turnstone,58
Arenaria melanocephala,Black Turnstone,38
Prosobonia cancellata,Kiritimati Sandpiper,0
Prosobonia leucoptera,White-winged Sandpiper,0
Prosobonia ellisi,Moorea Sandpiper,0
Prosobonia parvirostris,Tuamotu Sandpiper,0
Calidris tenuirostris,Great Knot,13
Calidris canutus,Red Knot,47
Calidris virgata,Surfbird,28
Calidris pugnax,Ruff,40
Calidris falcinellus,Broad-billed Sandpiper,10
Calidris acuminata,Sharp-tailed Sandpiper,14
Calidris himantopus,Stilt Sandpiper,49
Calidris ferruginea,Curlew Sandpiper,25
Calidris temminckii,Temminck's Stint,17
Calidris subminuta,Long-toed Stint,9
Calidris pygmea,Spoon-billed Sandpiper,5
Calidris ruficollis,Red-necked Stint,19
Calidris alba,Sanderling,57
Calidris alpina,Dunlin,58
Calidris ptilocnemis,Rock Sandpiper,8
Calidris maritima,Purple Sandpiper,40
Calidris bairdii,Baird's Sandpiper,49
Calidris minuta,Little Stint,22
Calidris minutilla,Least Sandpiper,56
Calidris fuscicollis,White-rumped Sandpiper,51
Calidris subruficollis,Buff-breasted Sandpiper,32
Calidris melanotos,Pectoral Sandpiper,53
Calidris pusilla,Semipalmated Sandpiper,54
Calidris mauri,Western Sandpiper,49
Limnodromus semipalmatus,Asian Dowitcher,6
Limnodromus griseus,Short-billed Dowitcher,55
Limnodromus scolopaceus,Long-billed Dowitcher,52
Lymnocryptes minimus,Jack Snipe,4
Scolopax rusticola,Eurasian Woodcock,4
Scolopax mira,Amami Woodcock,0
Scolopax bukidnonensis,Bukidnon Woodcock,0
Scolopax saturata,Javan Woodcock,0
Scolopax rosenbergii,New Guinea Woodcock,1
Scolopax celebensis,Sulawesi Woodcock,0
Scolopax rochussenii,Moluccan Woodcock,0
Scolopax minor,American Woodcock,48
Coenocorypha barrierensis,North Island Snipe,0
Coenocorypha iredalei,South Island Snipe,0
Coenocorypha chathamica,Forbes's Snipe,0
Coenocorypha pusilla,Chatham Islands Snipe,0
Coenocorypha huegeli,Snares Island Snipe,0
Coenocorypha aucklandica,Subantarctic Snipe,0
Gallinago imperialis,Imperial Snipe,1
Gallinago jamesoni,Jameson's Snipe,1
Gallinago stricklandii,Fuegian Snipe,0
Gallinago solitaria,Solitary Snipe,0
Gallinago hardwickii,Latham's Snipe,4
Gallinago nemoricola,Wood Snipe,0
Gallinago media,Great Snipe,1
Gallinago gallinago,Common Snipe,30
Gallinago delicata,Wilson's Snipe,56
Gallinago paraguaiae,South American Snipe,5
Gallinago andina,Puna Snipe,1
Gallinago nobilis,Noble Snipe,3
Gallinago stenura,Pin-tailed Snipe,6
Gallinago megala,Swinhoe's Snipe,2
Gallinago nigripennis,African Snipe,5
Gallinago macrodactyla,Madagascar Snipe,0
Gallinago undulata,Giant Snipe,0
Xenus cinereus,Terek Sandpiper,15
Phalaropus tricolor,Wilson's Phalarope,48
Phalaropus lobatus,Red-necked Phalarope,49
Phalaropus fulicarius,Red Phalarope,33
Actitis hypoleucos,Common Sandpiper,35
Actitis macularius,Spotted Sandpiper,57
Tringa ochropus,Green Sandpiper,27
Tringa solitaria,Solitary Sandpiper,56
Tringa brevipes,Gray-tailed Tattler,11
Tringa incana,Wandering Tattler,29
Tringa erythropus,Spotted Redshank,22
Tringa melanoleuca,Greater Yellowlegs,57
Tringa nebularia,Common Greenshank,35
Tringa guttifer,Nordmann's Greenshank,5
Tringa semipalmata,Willet,56
Tringa flavipes,Lesser Yellowlegs,57
Tringa stagnatilis,Marsh Sandpiper,22
Tringa glareola,Wood Sandpiper,27
Tringa totanus,Common Redshank,32
Turnix sylvaticus,Small Buttonquail,5
Turnix maculosus,Red-backed Buttonquail,1
Turnix hottentottus,Hottentot Buttonquail,0
Turnix tanki,Yellow-legged Buttonquail,2
Turnix ocellatus,Spotted Buttonquail,1
Turnix suscitator,Barred Buttonquail,5
Turnix nigricollis,Madagascar Buttonquail,0
Turnix melanogaster,Black-breasted Buttonquail,0
Turnix castanotus,Chestnut-backed Buttonquail,0
Turnix olivii,Buff-breasted Buttonquail,0
Turnix varius,Painted Buttonquail,3
Turnix worcesteri,Luzon Buttonquail,0
Turnix everetti,Sumba Buttonquail,0
Turnix pyrrhothorax,Red-chested Buttonquail,0
Turnix velox,Little Buttonquail,2
Ortyxelos meiffrenii,Quail-plover,0
Dromas ardeola,Crab-Plover,3
Cursorius cursor,Cream-colored Courser,6
Cursorius somalensis,Somali Courser,0
Cursorius rufus,Burchell's Courser,2
Cursorius temminckii,Temminck's Courser,8
Cursorius coromandelicus,Indian Courser,1
Smutsornis africanus,Double-banded Courser,3
Rhinoptilus cinctus,Three-banded Courser,3
Rhinoptilus chalcopterus,Bronze-winged Courser,1
Rhinoptilus bitorquatus,Jerdon's Courser,0
Stiltia isabella,Australian Pratincole,2
Glareola pratincola,Collared Pratincole,9
Glareola maldivarum,Oriental Pratincole,7
Glareola nordmanni,Black-winged Pratincole,3
Glareola ocularis,Madagascar Pratincole,0
Glareola nuchalis,Rock Pratincole,1
Glareola cinerea,Gray Pratincole,1
Glareola lactea,Small Pratincole,3
Stercorarius skua,Great Skua,10
Stercorarius chilensis,Chilean Skua,5
Stercorarius maccormicki,South Polar Skua,17
Stercorarius antarcticus,Brown Skua,10
Stercorarius pomarinus,Pomarine Jaeger,34
Stercorarius parasiticus,Parasitic Jaeger,44
Stercorarius longicaudus,Long-tailed Jaeger,30
Alle alle,Dovekie,20
Uria aalge,Common Murre,45
Uria lomvia,Thick-billed Murre,26
Alca torda,Razorbill,36
Pinguinus impennis,Great Auk,0
Cepphus grylle,Black Guillemot,36
Cepphus columba,Pigeon Guillemot,42
Cepphus carbo,Spectacled Guillemot,0
Brachyramphus perdix,Long-billed Murrelet,1
Brachyramphus marmoratus,Marbled Murrelet,33
Brachyramphus brevirostris,Kittlitz's Murrelet,8
Synthliboramphus scrippsi,Scripps's Murrelet,10
Synthliboramphus hypoleucus,Guadalupe Murrelet,0
Synthliboramphus craveri,Craveri's Murrelet,6
Synthliboramphus antiquus,Ancient Murrelet,15
Synthliboramphus wumizusume,Japanese Murrelet,0
Ptychoramphus aleuticus,Cassin's Auklet,21
Aethia psittacula,Parakeet Auklet,9
Aethia pusilla,Least Auklet,4
Aethia pygmaea,Whiskered Auklet,0
Aethia cristatella,Crested Auklet,5
Cerorhinca monocerata,Rhinoceros Auklet,34
Fratercula arctica,Atlantic Puffin,31
Fratercula corniculata,Horned Puffin,11
Fratercula cirrhata,Tufted Puffin,28
Creagrus furcatus,Swallow-tailed Gull,5
Rissa tridactyla,Black-legged Kittiwake,45
Rissa brevirostris,Red-legged Kittiwake,2
Pagophila eburnea,Ivory Gull,8
Xema sabini,Sabine's Gull,29
Saundersilarus saundersi,Saunders's Gull,4
Chroicocephalus genei,Slender-billed Gull,16
Chroicocephalus philadelphia,Bonaparte's Gull,57
Chroicocephalus serranus,Andean Gull,10
Chroicocephalus maculipennis,Brown-hooded Gull,5
Chroicocephalus bulleri,Black-billed Gull,2
Chroicocephalus scopulinus,Red-billed Gull,3
Chroicocephalus novaehollandiae,Silver Gull,14
Chroicocephalus cirrocephalus,Gray-hooded Gull,17
Chroicocephalus hartlaubii,Hartlaub's Gull,7
Chroicocephalus ridibundus,Black-headed Gull,49
Chroicocephalus brunnicephalus,Brown-headed Gull,9
Hydrocoloeus minutus,Little Gull,33
Rhodostethia rosea,Ross's Gull,11
Leucophaeus scoresbii,Dolphin Gull,5
Leucophaeus modestus,Gray Gull,7
Leucophaeus atricilla,Laughing Gull,56
Leucophaeus pipixcan,Franklin's Gull,40
Leucophaeus fuliginosus,Lava Gull,3
Ichthyaetus melanocephalus,Mediterranean Gull,14
Ichthyaetus relictus,Relict Gull,1
Ichthyaetus leucophthalmus,White-eyed Gull,5
Ichthyaetus hemprichii,Sooty Gull,2
Ichthyaetus ichthyaetus,Pallas's Gull,10
Ichthyaetus audouinii,Audouin's Gull,6
Larus belcheri,Belcher's Gull,5
Larus atlanticus,Olrog's Gull,2
Larus crassirostris,Black-tailed Gull,9
Larus pacificus,Pacific Gull,6
Larus heermanni,Heermann's Gull,43
Larus canus,Mew Gull,48
Larus delawarensis,Ring-billed Gull,57
Larus occidentalis,Western Gull,44
Larus livens,Yellow-footed Gull,9
Larus californicus,California Gull,47
Larus argentatus,Herring Gull,59
Larus michahellis,Yellow-legged Gull,23
Larus cachinnans,Caspian Gull,10
Larus armenicus,Armenian Gull,5
Larus glaucoides,Iceland Gull,50
Larus fuscus,Lesser Black-backed Gull,57
Larus schistisagus,Slaty-backed Gull,17
Larus glaucescens,Glaucous-winged Gull,44
Larus hyperboreus,Glaucous Gull,50
Larus marinus,Great Black-backed Gull,57
Larus dominicanus,Kelp Gull,20
Anous stolidus,Brown Noddy,23
Anous minutus,Black Noddy,15
Anous tenuirostris,Lesser Noddy,0
Anous albivitta,Gray Noddy,0
Anous ceruleus,Blue-gray Noddy,0
Gygis alba,White Tern,6
Onychoprion fuscatus,Sooty Tern,28
Onychoprion lunatus,Gray-backed Tern,0
Onychoprion anaethetus,Bridled Tern,27
Onychoprion aleuticus,Aleutian Tern,6
Sternula albifrons,Little Tern,22
Sternula antillarum,Least Tern,50
Sternula superciliaris,Yellow-billed Tern,5
Sternula nereis,Australian Fairy Tern,4
Sternula lorata,Peruvian Tern,1
Sternula saundersi,Saunders's Tern,3
Sternula balaenarum,Damara Tern,1
Phaetusa simplex,Large-billed Tern,10
Gelochelidon nilotica,Gull-billed Tern,50
Hydroprogne caspia,Caspian Tern,57
Larosterna inca,Inca Tern,5
Chlidonias niger,Black Tern,53
Chlidonias leucopterus,White-winged Tern,22
Chlidonias hybrida,Whiskered Tern,25
Chlidonias albostriatus,Black-fronted Tern,1
Sterna dougallii,Roseate Tern,31
Sterna striata,White-fronted Tern,5
Sterna sumatrana,Black-naped Tern,10
Sterna hirundo,Common Tern,59
Sterna paradisaea,Arctic Tern,40
Sterna hirundinacea,South American Tern,5
Sterna vittata,Antarctic Tern,1
Sterna forsteri,Forster's Tern,53
Sterna trudeaui,Snowy-crowned Tern,3
Sterna acuticauda,Black-bellied Tern,1
Sterna aurantia,River Tern,4
Sterna repressa,White-cheeked Tern,4
Sterna virgata,Kerguelen Tern,0
Thalasseus maximus,Royal Tern,52
Thalasseus bergii,Great Crested Tern,23
Thalasseus sandvicensis,Sandwich Tern,51
Thalasseus elegans,Elegant Tern,32
Thalasseus bengalensis,Lesser Crested Tern,11
Thalasseus bernsteini,Chinese Crested Tern,1
Rynchops niger,Black Skimmer,50
Rynchops flavirostris,African Skimmer,4
Rynchops albicollis,Indian Skimmer,0
Rhynochetos jubatus,Kagu,0
Eurypyga helias,Sunbittern,12
Phaethon lepturus,White-tailed Tropicbird,19
Phaethon aethereus,Red-billed Tropicbird,15
Phaethon rubricauda,Red-tailed Tropicbird,5
Gavia stellata,Red-throated Loon,55
Gavia arctica,Arctic Loon,12
Gavia pacifica,Pacific Loon,41
Gavia immer,Common Loon,58
Gavia adamsii,Yellow-billed Loon,10
Aptenodytes patagonicus,King Penguin,1
Aptenodytes forsteri,Emperor Penguin,0
Pygoscelis adeliae,Adelie Penguin,0
Pygoscelis papua,Gentoo Penguin,3
Pygoscelis antarcticus,Chinstrap Penguin,0
Megadyptes antipodes,Yellow-eyed Penguin,2
Eudyptula minor,Little Penguin,8
Spheniscus demersus,African Penguin,8
Spheniscus humboldti,Humboldt Penguin,4
Spheniscus mendiculus,Galapagos Penguin,2
Spheniscus magellanicus,Magellanic Penguin,6
Eudyptes pachyrhynchus,Fiordland Penguin,0
Eudyptes sclateri,Erect-crested Penguin,0
Eudyptes chrysolophus,Macaroni Penguin,0
Eudyptes schlegeli,Royal Penguin,0
Eudyptes chrysocome,Southern Rockhopper Penguin,1
Eudyptes moseleyi,Moseley's Rockhopper Penguin,0
Eudyptes robustus,Snares Penguin,0
Thalassarche chlororhynchos,Yellow-nosed Albatross,4
Thalassarche chrysostoma,Gray-headed Albatross,0
Thalassarche bulleri,Buller's Albatross,5
Thalassarche cauta,White-capped Albatross,7
Thalassarche salvini,Salvin's Albatross,3
Thalassarche eremita,Chatham Albatross,0
Thalassarche melanophris,Black-browed Albatross,10
Phoebetria fusca,Sooty Albatross,0
Phoebetria palpebrata,Light-mantled Albatross,0
Diomedea epomophora,Royal Albatross,5
Diomedea exulans,Wandering Albatross,3
Phoebastria irrorata,Waved Albatross,4
Phoebastria immutabilis,Laysan Albatross,12
Phoebastria nigripes,Black-footed Albatross,16
Phoebastria albatrus,Short-tailed Albatross,1
Oceanites oceanicus,Wilson's Storm-Petrel,37
Oceanites pincoyae,Pincoya Storm-Petrel,1
Oceanites gracilis,Elliot's Storm-Petrel,3
Garrodia nereis,Gray-backed Storm-Petrel,2
Pelagodroma marina,White-faced Storm-Petrel,11
Fregetta grallaria,White-bellied Storm-Petrel,0
Fregetta maoriana,New Zealand Storm-Petrel,0
Fregetta tropica,Black-bellied Storm-Petrel,0
Nesofregetta fuliginosa,Polynesian Storm-Petrel,0
Hydrobates pelagicus,European Storm-Petrel,1
Oceanodroma furcata,Fork-tailed Storm-Petrel,10
Oceanodroma hornbyi,Ringed Storm-Petrel,0
Oceanodroma leucorhoa,Leach's Storm-Petrel,28
Oceanodroma socorroensis,Townsend's Storm-Petrel,0
Oceanodroma cheimomnestes,Ainley's Storm-Petrel,0
Oceanodroma monorhis,Swinhoe's Storm-Petrel,0
Oceanodroma homochroa,Ashy Storm-Petrel,6
Oceanodroma castro,Band-rumped Storm-Petrel,20
Oceanodroma monteiroi,Monteiro's Storm-Petrel,0
Oceanodroma jabejabe,Cape Verde Storm-Petrel,0
Oceanodroma tethys,Wedge-rumped Storm-Petrel,4
Oceanodroma melania,Black Storm-Petrel,3
Oceanodroma macrodactyla,Guadalupe Storm-Petrel,0
Oceanodroma markhami,Markham's Storm-Petrel,0
Oceanodroma matsudairae,Matsudaira's Storm-Petrel,0
Oceanodroma tristrami,Tristram's Storm-Petrel,0
Oceanodroma microsoma,Least Storm-Petrel,2
Macronectes giganteus,Southern Giant-Petrel,7
Macronectes halli,Northern Giant-Petrel,8
Fulmarus glacialis,Northern Fulmar,35
Fulmarus glacialoides,Southern Fulmar,3
Thalassoica antarctica,Antarctic Petrel,0
Daption capense,Cape Petrel,4
Pagodroma nivea,Snow Petrel,0
Aphrodroma brevirostris,Kerguelen Petrel,0
Pterodroma macroptera,Great-winged Petrel,0
Pterodroma gouldi,Gray-faced Petrel,3
Pterodroma neglecta,Kermadec Petrel,1
Pterodroma magentae,Magenta Petrel,0
Pterodroma arminjoniana,Trindade Petrel,4
Pterodroma heraldica,Herald Petrel,0
Pterodroma ultima,Murphy's Petrel,2
Pterodroma solandri,Providence Petrel,4
Pterodroma atrata,Henderson Petrel,0
Pterodroma madeira,Zino's Petrel,0
Pterodroma feae,Fea's Petrel,4
Pterodroma mollis,Soft-plumaged Petrel,0
Pterodroma baraui,Barau's Petrel,0
Pterodroma lessonii,White-headed Petrel,1
Pterodroma inexpectata,Mottled Petrel,1
Pterodroma cahow,Bermuda Petrel,1
Pterodroma hasitata,Black-capped Petrel,17
Pterodroma externa,Juan Fernandez Petrel,2
Pterodroma incerta,Atlantic Petrel,0
Pterodroma phaeopygia,Galapagos Petrel,2
Pterodroma sandwichensis,Hawaiian Petrel,3
Pterodroma cervicalis,White-necked Petrel,1
Pterodroma hypoleuca,Bonin Petrel,0
Pterodroma nigripennis,Black-winged Petrel,0
Pterodroma axillaris,Chatham Petrel,0
Pterodroma cookii,Cook's Petrel,2
Pterodroma defilippiana,Masatierra Petrel,0
Pterodroma leucoptera,Gould's Petrel,0
Pterodroma brevipes,Collared Petrel,0
Pterodroma longirostris,Stejneger's Petrel,0
Pterodroma pycrofti,Pycroft's Petrel,0
Pterodroma alba,Phoenix Petrel,0
Pterodroma occulta,Vanuatu Petrel,0
Halobaena caerulea,Blue Petrel,0
Pachyptila turtur,Fairy Prion,5
Pachyptila vittata,Broad-billed Prion,0
Pachyptila salvini,Salvin's Prion,0
Pachyptila desolata,Antarctic Prion,0
Pachyptila belcheri,Slender-billed Prion,0
Pachyptila crassirostris,Fulmar Prion,0
Bulweria bulwerii,Bulwer's Petrel,2
Bulweria fallax,Jouanin's Petrel,0
Pseudobulweria macgillivrayi,Fiji Petrel,0
Pseudobulweria aterrima,Mascarene Petrel,0
Pseudobulweria rostrata,Tahiti Petrel,1
Pseudobulweria becki,Beck's Petrel,0
Procellaria cinerea,Gray Petrel,0
Procellaria aequinoctialis,White-chinned Petrel,8
Procellaria conspicillata,Spectacled Petrel,0
Procellaria parkinsoni,Parkinson's Petrel,1
Procellaria westlandica,Westland Petrel,3
Calonectris leucomelas,Streaked Shearwater,4
Calonectris diomedea,Cory's Shearwater,33
Calonectris edwardsii,Cape Verde Shearwater,0
Ardenna creatopus,Pink-footed Shearwater,20
Ardenna carneipes,Flesh-footed Shearwater,6
Ardenna gravis,Great Shearwater,33
Ardenna pacifica,Wedge-tailed Shearwater,13
Ardenna bulleri,Buller's Shearwater,10
Ardenna grisea,Sooty Shearwater,43
Ardenna tenuirostris,Short-tailed Shearwater,10
Puffinus nativitatis,Christmas Shearwater,0
Puffinus subalaris,Galapagos Shearwater,4
Puffinus puffinus,Manx Shearwater,29
Puffinus yelkouan,Yelkouan Shearwater,4
Puffinus mauretanicus,Balearic Shearwater,3
Puffinus huttoni,Hutton's Shearwater,4
Puffinus auricularis,Townsend's Shearwater,0
Puffinus newelli,Newell's Shearwater,0
Puffinus myrtae,Rapa Shearwater,0
Puffinus bryani,Bryan's Shearwater,0
Puffinus opisthomelas,Black-vented Shearwater,20
Puffinus gavia,Fluttering Shearwater,4
Puffinus assimilis,Little Shearwater,0
Puffinus baroli,Barolo Shearwater,0
Puffinus boydi,Boyd's Shearwater,0
Puffinus lherminieri,Audubon's Shearwater,25
Puffinus bailloni,Tropical Shearwater,0
Puffinus persicus,Persian Shearwater,0
Puffinus heinrothi,Heinroth's Shearwater,1
Pelecanoides garnotii,Peruvian Diving-Petrel,3
Pelecanoides urinatrix,Common Diving-Petrel,0
Pelecanoides georgicus,South Georgia Diving-Petrel,0
Pelecanoides magellani,Magellanic Diving-Petrel,3
Anastomus oscitans,Asian Openbill,12
Anastomus lamelligerus,African Openbill,11
Ciconia nigra,Black Stork,13
Ciconia abdimii,Abdim's Stork,5
Ciconia episcopus,Woolly-necked Stork,17
Ciconia stormi,Storm's Stork,6
Ciconia maguari,Maguari Stork,2
Ciconia ciconia,White Stork,25
Ciconia boyciana,Oriental Stork,3
Ephippiorhynchus asiaticus,Black-necked Stork,8
Ephippiorhynchus senegalensis,Saddle-billed Stork,11
Jabiru mycteria,Jabiru,10
Leptoptilos javanicus,Lesser Adjutant,8
Leptoptilos crumenifer,Marabou Stork,12
Leptoptilos dubius,Greater Adjutant,2
Mycteria americana,Wood Stork,46
Mycteria cinerea,Milky Stork,5
Mycteria ibis,Yellow-billed Stork,12
Mycteria leucocephala,Painted Stork,8
Fregata ariel,Lesser Frigatebird,6
Fregata aquila,Ascension Frigatebird,0
Fregata magnificens,Magnificent Frigatebird,50
Fregata andrewsi,Christmas Island Frigatebird,2
Fregata minor,Great Frigatebird,19
Sula dactylatra,Masked Booby,19
Sula granti,Nazca Booby,8
Sula nebouxii,Blue-footed Booby,12
Sula variegata,Peruvian Booby,5
Sula leucogaster,Brown Booby,43
Sula sula,Red-footed Booby,13
Papasula abbotti,Abbott's Booby,0
Morus bassanus,Northern Gannet,51
Morus capensis,Cape Gannet,7
Morus serrator,Australasian Gannet,9
Anhinga anhinga,Anhinga,48
Anhinga rufa,African Darter,12
Anhinga melanogaster,Oriental Darter,13
Anhinga novaehollandiae,Australasian Darter,10
Microcarbo melanoleucos,Little Pied Cormorant,11
Microcarbo africanus,Long-tailed Cormorant,14
Microcarbo coronatus,Crowned Cormorant,4
Microcarbo niger,Little Cormorant,12
Microcarbo pygmeus,Pygmy Cormorant,5
Phalacrocorax gaimardi,Red-legged Cormorant,5
Phalacrocorax penicillatus,Brandt's Cormorant,45
Phalacrocorax urile,Red-faced Cormorant,6
Phalacrocorax pelagicus,Pelagic Cormorant,47
Phalacrocorax perspicillatus,Pallas's Cormorant,0
Phalacrocorax carbo,Great Cormorant,51
Phalacrocorax capillatus,Japanese Cormorant,2
Phalacrocorax capensis,Cape Cormorant,7
Phalacrocorax neglectus,Bank Cormorant,5
Phalacrocorax nigrogularis,Socotra Cormorant,4
Phalacrocorax fuscicollis,Indian Cormorant,9
Phalacrocorax punctatus,Spotted Shag,2
Phalacrocorax featherstoni,Pitt Island Shag,0
Phalacrocorax sulcirostris,Little Black Cormorant,11
Phalacrocorax varius,Pied Cormorant,12
Phalacrocorax fuscescens,Black-faced Cormorant,5
Phalacrocorax aristotelis,European Shag,7
Phalacrocorax harrisi,Flightless Cormorant,2
Phalacrocorax brasilianus,Neotropic Cormorant,51
Phalacrocorax auritus,Double-crested Cormorant,56
Phalacrocorax magellanicus,Magellanic Cormorant,5
Phalacrocorax bougainvillii,Guanay Cormorant,5
Phalacrocorax ranfurlyi,Bounty Islands Shag,0
Phalacrocorax carunculatus,New Zealand King Shag,0
Phalacrocorax chalconotus,Stewart Island Shag,2
Phalacrocorax onslowi,Chatham Islands Shag,0
Phalacrocorax colensoi,Auckland Islands Shag,0
Phalacrocorax campbelli,Campbell Islands Shag,0
Phalacrocorax georgianus,South Georgia Shag,0
Phalacrocorax atriceps,Imperial Cormorant,5
Phalacrocorax bransfieldensis,Antarctic Shag,0
Phalacrocorax melanogenis,Crozet Shag,0
Phalacrocorax verrucosus,Kerguelen Shag,0
Phalacrocorax nivalis,Heard Island Shag,0
Phalacrocorax purpurascens,Macquarie Shag,0
Pelecanus erythrorhynchos,American White Pelican,53
Pelecanus occidentalis,Brown Pelican,55
